PERCENT_PROFICIENT,NUMBER_TOOK_EXAM,ATTENDANCE_RATE,PERCENT_FREE_LUNCH,PERCENT_REDUCED_LUNCH,NUMBER_OF_TEACHERS,NUMBER_OF_COUNSELORS,NUMBER_OF_SOCIAL_WORKERS,PERCENT_OF_STUDENTS_SUSPENDED,NUMBER_TOTAL_STUDENTS_IN_SCHOOL,FEDERAL_FUNDING_PER_PUPIL,LOCAL_FUNDING_PER_PUPIL,PERCENT_MALE,PERCENT_FEMALE,PERCENT_ENGLISH_LANGUAGE_LEANERS,PERCENT_AMERICAN_INDIAN,PERCENT_BLACK,PERCENT_ASIAN,PERCENT_HISPANIC,PERCENT_WHITE,PERCENT_MULTIRACIAL,PERCENT_WITH_DISABILITIES,PERCENT_ECONOMICALLY_DISADVANTAGED,PERCENT_MIGRANT,PERCENT_HOMELESS,PERCENT_IN_FOSTER_CARE,PERCENT_PARENT_ARMED_FORCES,MATHEMATICS_AVERAGE_CLASS_SIZE,ASSESSMENT_NAME,SCHOOL_NAME,DISTRICT_NAME,COUNTY_NAME,DISTRICT_TYPE,REGION
57,54,95,20,1,42,1,1,1,513,405,32508,51,49,16,0,2,25,13,55,5,10,24,0,0,0,1,24.5,Combined6Math,WILLIAM SIDNEY MOUNT ELEMENTARY,THREE VILLAGE CSD,SUFFOLK,Low Need,Long Island
83,53,95,10,0,54,1,2,0,605,537,35767,51,49,0,0,0,7,9,78,7,17,12,0,0,0,1,22,Combined6Math,SETAUKET ELEMENTARY SCHOOL,THREE VILLAGE CSD,SUFFOLK,Low Need,Long Island
88,68,95,11,1,51,1,1,1,633,507,34896,53,47,0,0,2,9,11,70,7,15,14,0,0,0,1,22.25,Combined6Math,MINNESAUKE ELEMENTARY SCHOOL,THREE VILLAGE CSD,SUFFOLK,Low Need,Long Island
86,151,96,11,1,70,4,1,1,651,500,39653,52,48,0,0,2,13,8,73,5,14,14,0,0,0,0,19.4,Combined8Math,PAUL J GELINAS JUNIOR HIGH SCHOOL,THREE VILLAGE CSD,SUFFOLK,Low Need,Long Island
100,113,96,11,1,70,4,1,1,651,500,39653,52,48,0,0,2,13,8,73,5,14,14,0,0,0,0,19.4,RegentsMath8,PAUL J GELINAS JUNIOR HIGH SCHOOL,THREE VILLAGE CSD,SUFFOLK,Low Need,Long Island
100,16,96,11,1,70,4,1,1,651,500,39653,52,48,0,0,2,13,8,73,5,14,14,0,0,0,0,19.4,RegentsMath7,PAUL J GELINAS JUNIOR HIGH SCHOOL,THREE VILLAGE CSD,SUFFOLK,Low Need,Long Island
93,129,96,11,1,70,4,1,1,651,500,39653,52,48,0,0,2,13,8,73,5,14,14,0,0,0,0,19.4,Combined7Math,PAUL J GELINAS JUNIOR HIGH SCHOOL,THREE VILLAGE CSD,SUFFOLK,Low Need,Long Island
86,79,95,14,3,80,4,1,2,672,537,40190,52,48,4,0,2,18,14,62,4,15,21,0,1,0,0,16.8,Combined7Math,ROBERT CUSHMAN MURPHY JR HIGH SCHOOL,THREE VILLAGE CSD,SUFFOLK,Low Need,Long Island
100,12,95,14,3,80,4,1,2,672,537,40190,52,48,4,0,2,18,14,62,4,15,21,0,1,0,0,16.8,RegentsMath7,ROBERT CUSHMAN MURPHY JR HIGH SCHOOL,THREE VILLAGE CSD,SUFFOLK,Low Need,Long Island
100,90,95,14,3,80,4,1,2,672,537,40190,52,48,4,0,2,18,14,62,4,15,21,0,1,0,0,16.8,RegentsMath8,ROBERT CUSHMAN MURPHY JR HIGH SCHOOL,THREE VILLAGE CSD,SUFFOLK,Low Need,Long Island
85,113,95,14,3,80,4,1,2,672,537,40190,52,48,4,0,2,18,14,62,4,15,21,0,1,0,0,16.8,Combined8Math,ROBERT CUSHMAN MURPHY JR HIGH SCHOOL,THREE VILLAGE CSD,SUFFOLK,Low Need,Long Island
28,118,93,27,2,88,2,2,8,840,389,29162,46,54,6,0,4,2,39,52,3,22,29,0,0,0,0,18.5,Combined6Math,JOHN F KENNEDY MIDDLE SCHOOL,BROOKHAVEN-COMSEWOGUE UFSD,SUFFOLK,Average Need,Long Island
69,110,93,27,2,88,2,2,8,840,389,29162,46,54,6,0,4,2,39,52,3,22,29,0,0,0,0,18.5,Combined8Math,JOHN F KENNEDY MIDDLE SCHOOL,BROOKHAVEN-COMSEWOGUE UFSD,SUFFOLK,Average Need,Long Island
100,68,93,27,2,88,2,2,8,840,389,29162,46,54,6,0,4,2,39,52,3,22,29,0,0,0,0,18.5,RegentsMath8,JOHN F KENNEDY MIDDLE SCHOOL,BROOKHAVEN-COMSEWOGUE UFSD,SUFFOLK,Average Need,Long Island
52,69,93,27,2,88,2,2,8,840,389,29162,46,54,6,0,4,2,39,52,3,22,29,0,0,0,0,18.5,Combined7Math,JOHN F KENNEDY MIDDLE SCHOOL,BROOKHAVEN-COMSEWOGUE UFSD,SUFFOLK,Average Need,Long Island
52,94,94,31,4,101,3,2,4,898,1264,30398,50,50,5,0,4,6,28,59,3,22,38,0,1,0,0,19,Combined6Math,SAGAMORE MIDDLE SCHOOL,SACHEM CSD,SUFFOLK,Average Need,Long Island
83,80,94,31,4,101,3,2,4,898,1264,30398,50,50,5,0,4,6,28,59,3,22,38,0,1,0,0,19,Combined7Math,SAGAMORE MIDDLE SCHOOL,SACHEM CSD,SUFFOLK,Average Need,Long Island
100,97,94,31,4,101,3,2,4,898,1264,30398,50,50,5,0,4,6,28,59,3,22,38,0,1,0,0,19,RegentsMath8,SAGAMORE MIDDLE SCHOOL,SACHEM CSD,SUFFOLK,Average Need,Long Island
81,142,94,31,4,101,3,2,4,898,1264,30398,50,50,5,0,4,6,28,59,3,22,38,0,1,0,0,19,Combined8Math,SAGAMORE MIDDLE SCHOOL,SACHEM CSD,SUFFOLK,Average Need,Long Island
81,170,94,25,3,100,3,2,5,974,1271,29584,47,53,2,0,4,5,20,67,4,20,31,0,1,0,0,20.5,Combined8Math,SENECA MIDDLE SCHOOL,SACHEM CSD,SUFFOLK,Average Need,Long Island
52,93,94,25,3,100,3,2,5,974,1271,29584,47,53,2,0,4,5,20,67,4,20,31,0,1,0,0,20.5,Combined6Math,SENECA MIDDLE SCHOOL,SACHEM CSD,SUFFOLK,Average Need,Long Island
100,133,94,25,3,100,3,2,5,974,1271,29584,47,53,2,0,4,5,20,67,4,20,31,0,1,0,0,20.5,RegentsMath8,SENECA MIDDLE SCHOOL,SACHEM CSD,SUFFOLK,Average Need,Long Island
51,86,93,31,3,105,3,2,5,878,1271,31359,53,47,3,0,4,8,22,63,3,23,37,0,1,0,0,15.8,Combined6Math,SAMOSET MIDDLE SCHOOL,SACHEM CSD,SUFFOLK,Average Need,Long Island
65,65,93,31,3,105,3,2,5,878,1271,31359,53,47,3,0,4,8,22,63,3,23,37,0,1,0,0,15.8,Combined7Math,SAMOSET MIDDLE SCHOOL,SACHEM CSD,SUFFOLK,Average Need,Long Island
88,118,93,31,3,105,3,2,5,878,1271,31359,53,47,3,0,4,8,22,63,3,23,37,0,1,0,0,15.8,Combined8Math,SAMOSET MIDDLE SCHOOL,SACHEM CSD,SUFFOLK,Average Need,Long Island
100,95,93,31,3,105,3,2,5,878,1271,31359,53,47,3,0,4,8,22,63,3,23,37,0,1,0,0,15.8,RegentsMath8,SAMOSET MIDDLE SCHOOL,SACHEM CSD,SUFFOLK,Average Need,Long Island
87,47,95,15,2,37,0,1,0,206,744,52150,52,48,5,0,2,6,17,70,3,23,17,1,0,0,0,17.75,Combined8Math,PORT JEFFERSON MIDDLE SCHOOL,PORT JEFFERSON UFSD,SUFFOLK,Low Need,Long Island
65,34,95,15,2,37,0,1,0,206,744,52150,52,48,5,0,2,6,17,70,3,23,17,1,0,0,0,17.75,Combined6Math,PORT JEFFERSON MIDDLE SCHOOL,PORT JEFFERSON UFSD,SUFFOLK,Low Need,Long Island
78,32,95,15,2,37,0,1,0,206,744,52150,52,48,5,0,2,6,17,70,3,23,17,1,0,0,0,17.75,Combined7Math,PORT JEFFERSON MIDDLE SCHOOL,PORT JEFFERSON UFSD,SUFFOLK,Low Need,Long Island
100,31,95,15,2,37,0,1,0,206,744,52150,52,48,5,0,2,6,17,70,3,23,17,1,0,0,0,17.75,RegentsMath8,PORT JEFFERSON MIDDLE SCHOOL,PORT JEFFERSON UFSD,SUFFOLK,Low Need,Long Island
56,55,95,18,2,58,3,0,0,542,155,33765,51,49,1,0,2,2,10,84,2,19,22,0,1,1,0,21.75,Combined6Math,NORTH COUNTRY ROAD SCHOOL,MILLER PLACE UFSD,SUFFOLK,Low Need,Long Island
100,68,95,18,2,58,3,0,0,542,155,33765,51,49,1,0,2,2,10,84,2,19,22,0,1,1,0,21.75,RegentsMath8,NORTH COUNTRY ROAD SCHOOL,MILLER PLACE UFSD,SUFFOLK,Low Need,Long Island
79,91,95,18,2,58,3,0,0,542,155,33765,51,49,1,0,2,2,10,84,2,19,22,0,1,1,0,21.75,Combined8Math,NORTH COUNTRY ROAD SCHOOL,MILLER PLACE UFSD,SUFFOLK,Low Need,Long Island
44,50,93,35,3,66,3,2,6,634,1220,35201,53,47,5,0,2,2,22,71,3,21,39,0,3,0,0,22.25,Combined7Math,ROCKY POINT MIDDLE SCHOOL,ROCKY POINT UFSD,SUFFOLK,Average Need,Long Island
62,77,93,35,3,66,3,2,6,634,1220,35201,53,47,5,0,2,2,22,71,3,21,39,0,3,0,0,22.25,Combined8Math,ROCKY POINT MIDDLE SCHOOL,ROCKY POINT UFSD,SUFFOLK,Average Need,Long Island
32,77,93,35,3,66,3,2,6,634,1220,35201,53,47,5,0,2,2,22,71,3,21,39,0,3,0,0,22.25,Combined6Math,ROCKY POINT MIDDLE SCHOOL,ROCKY POINT UFSD,SUFFOLK,Average Need,Long Island
100,42,93,35,3,66,3,2,6,634,1220,35201,53,47,5,0,2,2,22,71,3,21,39,0,3,0,0,22.25,RegentsMath8,ROCKY POINT MIDDLE SCHOOL,ROCKY POINT UFSD,SUFFOLK,Average Need,Long Island
42,105,93,42,3,86,0,1,7,1020,874,29020,52,48,7,0,6,7,35,49,3,15,46,0,1,0,0,20.333333333333332,Combined6Math,DAWNWOOD MIDDLE SCHOOL,MIDDLE COUNTRY CSD,SUFFOLK,Average Need,Long Island
51,94,93,42,3,86,0,1,7,1020,874,29020,52,48,7,0,6,7,35,49,3,15,46,0,1,0,0,20.333333333333332,Combined7Math,DAWNWOOD MIDDLE SCHOOL,MIDDLE COUNTRY CSD,SUFFOLK,Average Need,Long Island
88,332,93,42,3,86,0,1,7,1020,874,29020,52,48,7,0,6,7,35,49,3,15,46,0,1,0,0,20.333333333333332,RegentsMath8,DAWNWOOD MIDDLE SCHOOL,MIDDLE COUNTRY CSD,SUFFOLK,Average Need,Long Island
88,332,93,42,3,86,0,1,7,1020,874,29020,52,48,7,0,6,7,35,49,3,15,46,0,1,0,0,20.333333333333332,Combined8Math,DAWNWOOD MIDDLE SCHOOL,MIDDLE COUNTRY CSD,SUFFOLK,Average Need,Long Island
39,125,93,48,5,87,0,1,7,1052,870,28285,51,49,7,0,7,10,34,45,3,17,53,0,1,0,0,21.333333333333332,Combined6Math,SELDEN MIDDLE SCHOOL,MIDDLE COUNTRY CSD,SUFFOLK,Average Need,Long Island
40,98,93,48,5,87,0,1,7,1052,870,28285,51,49,7,0,7,10,34,45,3,17,53,0,1,0,0,21.333333333333332,Combined7Math,SELDEN MIDDLE SCHOOL,MIDDLE COUNTRY CSD,SUFFOLK,Average Need,Long Island
77,342,93,48,5,87,0,1,7,1052,870,28285,51,49,7,0,7,10,34,45,3,17,53,0,1,0,0,21.333333333333332,RegentsMath8,SELDEN MIDDLE SCHOOL,MIDDLE COUNTRY CSD,SUFFOLK,Average Need,Long Island
77,342,93,48,5,87,0,1,7,1052,870,28285,51,49,7,0,7,10,34,45,3,17,53,0,1,0,0,21.333333333333332,Combined8Math,SELDEN MIDDLE SCHOOL,MIDDLE COUNTRY CSD,SUFFOLK,Average Need,Long Island
100,38,92,46,1,110,0,1,11,1336,1675,31899,51,49,9,0,20,3,32,38,6,21,50,0,4,1,0,20.333333333333332,RegentsMath8,LONGWOOD JUNIOR HIGH SCHOOL,LONGWOOD CSD,SUFFOLK,Average Need,Long Island
43,338,92,46,1,110,0,1,11,1336,1675,31899,51,49,9,0,20,3,32,38,6,21,50,0,4,1,0,20.333333333333332,Combined8Math,LONGWOOD JUNIOR HIGH SCHOOL,LONGWOOD CSD,SUFFOLK,Average Need,Long Island
31,314,92,46,1,110,0,1,11,1336,1675,31899,51,49,9,0,20,3,32,38,6,21,50,0,4,1,0,20.333333333333332,Combined7Math,LONGWOOD JUNIOR HIGH SCHOOL,LONGWOOD CSD,SUFFOLK,Average Need,Long Island
26,430,93,46,1,95,0,1,6,1304,1842,29113,53,47,8,1,18,3,33,40,5,22,50,0,3,1,0,20,Combined6Math,LONGWOOD MIDDLE SCHOOL,LONGWOOD CSD,SUFFOLK,Average Need,Long Island
39,150,94,49,6,59,2,1,7,562,2010,28286,52,48,7,0,7,3,46,42,2,15,55,0,2,0,0,19.75,Combined8Math,OREGON MIDDLE SCHOOL,PATCHOGUE-MEDFORD UFSD,SUFFOLK,Average Need,Long Island
36,143,94,49,6,59,2,1,7,562,2010,28286,52,48,7,0,7,3,46,42,2,15,55,0,2,0,0,19.75,Combined6Math,OREGON MIDDLE SCHOOL,PATCHOGUE-MEDFORD UFSD,SUFFOLK,Average Need,Long Island
39,144,94,49,6,59,2,1,7,562,2010,28286,52,48,7,0,7,3,46,42,2,15,55,0,2,0,0,19.75,Combined7Math,OREGON MIDDLE SCHOOL,PATCHOGUE-MEDFORD UFSD,SUFFOLK,Average Need,Long Island
100,48,94,49,6,59,2,1,7,562,2010,28286,52,48,7,0,7,3,46,42,2,15,55,0,2,0,0,19.75,RegentsMath8,OREGON MIDDLE SCHOOL,PATCHOGUE-MEDFORD UFSD,SUFFOLK,Average Need,Long Island
29,201,94,53,6,66,2,1,13,559,1961,26016,51,49,24,0,6,1,59,30,4,16,59,0,1,0,0,19.5,Combined8Math,SOUTH OCEAN MIDDLE SCHOOL,PATCHOGUE-MEDFORD UFSD,SUFFOLK,Average Need,Long Island
98,43,94,53,6,66,2,1,13,559,1961,26016,51,49,24,0,6,1,59,30,4,16,59,0,1,0,0,19.5,RegentsMath8,SOUTH OCEAN MIDDLE SCHOOL,PATCHOGUE-MEDFORD UFSD,SUFFOLK,Average Need,Long Island
40,146,94,53,6,66,2,1,13,559,1961,26016,51,49,24,0,6,1,59,30,4,16,59,0,1,0,0,19.5,Combined6Math,SOUTH OCEAN MIDDLE SCHOOL,PATCHOGUE-MEDFORD UFSD,SUFFOLK,Average Need,Long Island
43,154,94,53,6,66,2,1,13,559,1961,26016,51,49,24,0,6,1,59,30,4,16,59,0,1,0,0,19.5,Combined7Math,SOUTH OCEAN MIDDLE SCHOOL,PATCHOGUE-MEDFORD UFSD,SUFFOLK,Average Need,Long Island
38,114,94,44,7,63,2,2,2,525,1997,27994,53,47,19,0,5,2,54,35,4,17,50,0,1,1,0,19.5,Combined6Math,SAXTON MIDDLE SCHOOL,PATCHOGUE-MEDFORD UFSD,SUFFOLK,Average Need,Long Island
32,142,94,44,7,63,2,2,2,525,1997,27994,53,47,19,0,5,2,54,35,4,17,50,0,1,1,0,19.5,Combined7Math,SAXTON MIDDLE SCHOOL,PATCHOGUE-MEDFORD UFSD,SUFFOLK,Average Need,Long Island
100,44,94,44,7,63,2,2,2,525,1997,27994,53,47,19,0,5,2,54,35,4,17,50,0,1,1,0,19.5,RegentsMath8,SAXTON MIDDLE SCHOOL,PATCHOGUE-MEDFORD UFSD,SUFFOLK,Average Need,Long Island
63,92,94,44,7,63,2,2,2,525,1997,27994,53,47,19,0,5,2,54,35,4,17,50,0,1,1,0,19.5,Combined8Math,SAXTON MIDDLE SCHOOL,PATCHOGUE-MEDFORD UFSD,SUFFOLK,Average Need,Long Island
51,196,92,54,2,93,3,3,2,1107,1628,25647,54,46,12,0,11,2,54,28,5,12,60,0,4,0,0,17.5,Combined7Math,WILLIAM FLOYD MIDDLE SCHOOL,WILLIAM FLOYD UFSD,SUFFOLK,Average Need,Long Island
65,357,92,54,2,93,3,3,2,1107,1628,25647,54,46,12,0,11,2,54,28,5,12,60,0,4,0,0,17.5,Combined8Math,WILLIAM FLOYD MIDDLE SCHOOL,WILLIAM FLOYD UFSD,SUFFOLK,Average Need,Long Island
34,227,92,54,2,93,3,3,2,1107,1628,25647,54,46,12,0,11,2,54,28,5,12,60,0,4,0,0,17.5,Combined6Math,WILLIAM FLOYD MIDDLE SCHOOL,WILLIAM FLOYD UFSD,SUFFOLK,Average Need,Long Island
65,357,92,54,2,93,3,3,2,1107,1628,25647,54,46,12,0,11,2,54,28,5,12,60,0,4,0,0,17.5,RegentsMath8,WILLIAM FLOYD MIDDLE SCHOOL,WILLIAM FLOYD UFSD,SUFFOLK,Average Need,Long Island
33,196,94,57,2,100,3,2,6,987,2017,26983,52,48,9,1,20,2,43,28,6,20,61,0,6,0,0,13.25,Combined6Math,WILLIAM PACA MIDDLE SCHOOL,WILLIAM FLOYD UFSD,SUFFOLK,Average Need,Long Island
76,300,94,57,2,100,3,2,6,987,2017,26983,52,48,9,1,20,2,43,28,6,20,61,0,6,0,0,13.25,RegentsMath8,WILLIAM PACA MIDDLE SCHOOL,WILLIAM FLOYD UFSD,SUFFOLK,Average Need,Long Island
76,300,94,57,2,100,3,2,6,987,2017,26983,52,48,9,1,20,2,43,28,6,20,61,0,6,0,0,13.25,Combined8Math,WILLIAM PACA MIDDLE SCHOOL,WILLIAM FLOYD UFSD,SUFFOLK,Average Need,Long Island
43,28,94,35,2,32,0,0,5,297,821,32881,51,49,9,4,5,2,23,67,0,22,39,1,1,1,0,20.25,Combined7Math,CENTER MORICHES MIDDLE SCHOOL,CENTER MORICHES UFSD,SUFFOLK,Average Need,Long Island
72,60,94,35,2,32,0,0,5,297,821,32881,51,49,9,4,5,2,23,67,0,22,39,1,1,1,0,20.25,Combined8Math,CENTER MORICHES MIDDLE SCHOOL,CENTER MORICHES UFSD,SUFFOLK,Average Need,Long Island
47,32,94,35,2,32,0,0,5,297,821,32881,51,49,9,4,5,2,23,67,0,22,39,1,1,1,0,20.25,Combined6Math,CENTER MORICHES MIDDLE SCHOOL,CENTER MORICHES UFSD,SUFFOLK,Average Need,Long Island
100,41,94,35,2,32,0,0,5,297,821,32881,51,49,9,4,5,2,23,67,0,22,39,1,1,1,0,20.25,RegentsMath8,CENTER MORICHES MIDDLE SCHOOL,CENTER MORICHES UFSD,SUFFOLK,Average Need,Long Island
80,41,93,19,1,31,1,0,1,296,969,34908,49,51,5,0,4,2,16,75,3,13,22,1,0,0,0,17.4,Combined6Math,EAST MORICHES SCHOOL,EAST MORICHES UFSD,SUFFOLK,Low Need,Long Island
87,45,93,19,1,31,1,0,1,296,969,34908,49,51,5,0,4,2,16,75,3,13,22,1,0,0,0,17.4,Combined7Math,EAST MORICHES SCHOOL,EAST MORICHES UFSD,SUFFOLK,Low Need,Long Island
100,54,93,19,1,31,1,0,1,296,969,34908,49,51,5,0,4,2,16,75,3,13,22,1,0,0,0,17.4,RegentsMath8,EAST MORICHES SCHOOL,EAST MORICHES UFSD,SUFFOLK,Low Need,Long Island
94,62,93,19,1,31,1,0,1,296,969,34908,49,51,5,0,4,2,16,75,3,13,22,1,0,0,0,17.4,Combined8Math,EAST MORICHES SCHOOL,EAST MORICHES UFSD,SUFFOLK,Low Need,Long Island
48,162,92,55,3,98,4,2,9,832,2403,35359,54,46,16,0,16,1,47,31,4,16,62,0,2,0,0,16,Combined8Math,BELLPORT MIDDLE SCHOOL,SOUTH COUNTRY CSD,SUFFOLK,Average Need,Long Island
18,181,92,55,3,98,4,2,9,832,2403,35359,54,46,16,0,16,1,47,31,4,16,62,0,2,0,0,16,Combined6Math,BELLPORT MIDDLE SCHOOL,SOUTH COUNTRY CSD,SUFFOLK,Average Need,Long Island
40,143,92,55,3,98,4,2,9,832,2403,35359,54,46,16,0,16,1,47,31,4,16,62,0,2,0,0,16,Combined7Math,BELLPORT MIDDLE SCHOOL,SOUTH COUNTRY CSD,SUFFOLK,Average Need,Long Island
100,57,92,55,3,98,4,2,9,832,2403,35359,54,46,16,0,16,1,47,31,4,16,62,0,2,0,0,16,RegentsMath8,BELLPORT MIDDLE SCHOOL,SOUTH COUNTRY CSD,SUFFOLK,Average Need,Long Island
63,99,95,38,3,39,0,0,1,259,825,53609,53,47,18,1,3,5,54,34,3,17,47,0,1,0,0,14.25,Combined7Math,EAST HAMPTON MIDDLE SCHOOL,EAST HAMPTON UFSD,SUFFOLK,Low Need,Long Island
54,65,95,38,3,39,0,0,1,259,825,53609,53,47,18,1,3,5,54,34,3,17,47,0,1,0,0,14.25,Combined6Math,EAST HAMPTON MIDDLE SCHOOL,EAST HAMPTON UFSD,SUFFOLK,Low Need,Long Island
75,8,90,19,0,16,0,0,0,124,300,77896,59,41,9,0,2,0,25,73,0,24,19,0,3,0,0,12.5,Combined6Math,AMAGANSETT SCHOOL,AMAGANSETT UFSD,SUFFOLK,Low Need,Long Island
88,48,94,34,0,54,1,0,2,691,12,31072,51,49,25,0,0,1,61,36,1,12,34,0,8,0,0,17.666666666666668,Combined8Math,SPRINGS SCHOOL,SPRINGS UFSD,SUFFOLK,Average Need,Long Island
43,60,94,34,0,54,1,0,2,691,12,31072,51,49,25,0,0,1,61,36,1,12,34,0,8,0,0,17.666666666666668,Combined6Math,SPRINGS SCHOOL,SPRINGS UFSD,SUFFOLK,Average Need,Long Island
77,47,94,34,0,54,1,0,2,691,12,31072,51,49,25,0,0,1,61,36,1,12,34,0,8,0,0,17.666666666666668,Combined7Math,SPRINGS SCHOOL,SPRINGS UFSD,SUFFOLK,Average Need,Long Island
100,26,94,34,0,54,1,0,2,691,12,31072,51,49,25,0,0,1,61,36,1,12,34,0,8,0,0,17.666666666666668,RegentsMath8,SPRINGS SCHOOL,SPRINGS UFSD,SUFFOLK,Average Need,Long Island
70,61,93,26,1,74,3,1,4,519,695,55541,52,48,6,0,2,2,23,73,0,14,28,0,1,0,0,15.5,Combined8Math,PIERSON MIDDLE/HIGH SCHOOL,SAG HARBOR UFSD,SUFFOLK,Low Need,Long Island
100,38,93,26,1,74,3,1,4,519,695,55541,52,48,6,0,2,2,23,73,0,14,28,0,1,0,0,15.5,RegentsMath8,PIERSON MIDDLE/HIGH SCHOOL,SAG HARBOR UFSD,SUFFOLK,Low Need,Long Island
67,60,93,26,1,74,3,1,4,519,695,55541,52,48,6,0,2,2,23,73,0,14,28,0,1,0,0,15.5,Combined6Math,PIERSON MIDDLE/HIGH SCHOOL,SAG HARBOR UFSD,SUFFOLK,Low Need,Long Island
68,22,92,0,0,40,0,0,1,297,1705,50004,56,44,13,0,1,0,29,66,4,15,0,0,0,0,0,13,Combined8Math,MONTAUK SCHOOL,MONTAUK UFSD,SUFFOLK,Low Need,Long Island
54,28,92,0,0,40,0,0,1,297,1705,50004,56,44,13,0,1,0,29,66,4,15,0,0,0,0,0,13,Combined6Math,MONTAUK SCHOOL,MONTAUK UFSD,SUFFOLK,Low Need,Long Island
79,19,92,0,0,40,0,0,1,297,1705,50004,56,44,13,0,1,0,29,66,4,15,0,0,0,0,0,13,Combined7Math,MONTAUK SCHOOL,MONTAUK UFSD,SUFFOLK,Low Need,Long Island
100,14,92,0,0,40,0,0,1,297,1705,50004,56,44,13,0,1,0,29,66,4,15,0,0,0,0,0,13,RegentsMath8,MONTAUK SCHOOL,MONTAUK UFSD,SUFFOLK,Low Need,Long Island
67,108,96,22,2,53,2,1,0,444,1258,36034,52,48,3,0,7,12,25,53,2,13,24,0,0,0,0,22.25,Combined8Math,ELWOOD MIDDLE SCHOOL,ELWOOD UFSD,SUFFOLK,Average Need,Long Island
100,60,96,22,2,53,2,1,0,444,1258,36034,52,48,3,0,7,12,25,53,2,13,24,0,0,0,0,22.25,RegentsMath8,ELWOOD MIDDLE SCHOOL,ELWOOD UFSD,SUFFOLK,Average Need,Long Island
80,83,96,22,2,53,2,1,0,444,1258,36034,52,48,3,0,7,12,25,53,2,13,24,0,0,0,0,22.25,Combined7Math,ELWOOD MIDDLE SCHOOL,ELWOOD UFSD,SUFFOLK,Average Need,Long Island
42,85,96,22,2,53,2,1,0,444,1258,36034,52,48,3,0,7,12,25,53,2,13,24,0,0,0,0,22.25,Combined6Math,ELWOOD MIDDLE SCHOOL,ELWOOD UFSD,SUFFOLK,Average Need,Long Island
82,78,95,2,0,38,0,1,0,392,165,47109,54,46,1,0,0,3,6,88,4,14,2,0,0,0,0,20,Combined6Math,LLOYD HARBOR SCHOOL,COLD SPRING HARBOR CSD,SUFFOLK,Low Need,Long Island
95,120,95,4,0,79,6,1,1,736,997,57507,51,49,1,0,0,7,7,82,4,14,4,0,0,0,0,12.4,Combined7Math,COLD SPRING HARBOR HIGH SCHOOL,COLD SPRING HARBOR CSD,SUFFOLK,Low Need,Long Island
100,60,95,4,0,79,6,1,1,736,997,57507,51,49,1,0,0,7,7,82,4,14,4,0,0,0,0,12.4,RegentsMath8,COLD SPRING HARBOR HIGH SCHOOL,COLD SPRING HARBOR CSD,SUFFOLK,Low Need,Long Island
98,98,95,4,0,79,6,1,1,736,997,57507,51,49,1,0,0,7,7,82,4,14,4,0,0,0,0,12.4,Combined8Math,COLD SPRING HARBOR HIGH SCHOOL,COLD SPRING HARBOR CSD,SUFFOLK,Low Need,Long Island
60,128,94,41,5,53,1,2,0,432,1617,31514,52,48,20,0,7,2,44,44,3,19,47,0,1,0,0,22,Combined6Math,JACK ABRAMS STEM MAGNET SCHOOL,HUNTINGTON UFSD,SUFFOLK,Average Need,Long Island
63,194,94,50,5,76,2,2,3,594,1667,35744,53,47,19,0,7,2,53,35,3,18,55,0,1,0,0,13.5,Combined7Math,J TAYLOR FINLEY MIDDLE SCHOOL,HUNTINGTON UFSD,SUFFOLK,Average Need,Long Island
69,300,94,50,5,76,2,2,3,594,1667,35744,53,47,19,0,7,2,53,35,3,18,55,0,1,0,0,13.5,RegentsMath8,J TAYLOR FINLEY MIDDLE SCHOOL,HUNTINGTON UFSD,SUFFOLK,Average Need,Long Island
69,300,94,50,5,76,2,2,3,594,1667,35744,53,47,19,0,7,2,53,35,3,18,55,0,1,0,0,13.5,Combined8Math,J TAYLOR FINLEY MIDDLE SCHOOL,HUNTINGTON UFSD,SUFFOLK,Average Need,Long Island
42,104,93,58,7,58,1,2,3,422,1704,32553,49,51,33,0,5,3,70,18,3,12,65,0,0,0,0,19.666666666666668,Combined6Math,WOODHULL INTERMEDIATE SCHOOL,HUNTINGTON UFSD,SUFFOLK,Average Need,Long Island
62,50,95,14,1,77,4,1,2,621,1189,38379,50,50,3,0,1,6,16,73,5,19,16,0,0,0,0,15,Combined6Math,EAST NORTHPORT MIDDLE SCHOOL,NORTHPORT-EAST NORTHPORT UFSD,SUFFOLK,Low Need,Long Island
78,72,95,14,1,77,4,1,2,621,1189,38379,50,50,3,0,1,6,16,73,5,19,16,0,0,0,0,15,Combined7Math,EAST NORTHPORT MIDDLE SCHOOL,NORTHPORT-EAST NORTHPORT UFSD,SUFFOLK,Low Need,Long Island
100,16,95,14,1,77,4,1,2,621,1189,38379,50,50,3,0,1,6,16,73,5,19,16,0,0,0,0,15,RegentsMath7,EAST NORTHPORT MIDDLE SCHOOL,NORTHPORT-EAST NORTHPORT UFSD,SUFFOLK,Low Need,Long Island
100,57,95,14,1,77,4,1,2,621,1189,38379,50,50,3,0,1,6,16,73,5,19,16,0,0,0,0,15,RegentsMath8,EAST NORTHPORT MIDDLE SCHOOL,NORTHPORT-EAST NORTHPORT UFSD,SUFFOLK,Low Need,Long Island
