PERCENT_PROFICIENT,NUMBER_TOOK_EXAM,ATTENDANCE_RATE,PERCENT_FREE_LUNCH,PERCENT_REDUCED_LUNCH,NUMBER_OF_TEACHERS,NUMBER_OF_COUNSELORS,NUMBER_OF_SOCIAL_WORKERS,PERCENT_OF_STUDENTS_SUSPENDED,NUMBER_TOTAL_STUDENTS_IN_SCHOOL,FEDERAL_FUNDING_PER_PUPIL,LOCAL_FUNDING_PER_PUPIL,PERCENT_MALE,PERCENT_FEMALE,PERCENT_ENGLISH_LANGUAGE_LEANERS,PERCENT_AMERICAN_INDIAN,PERCENT_BLACK,PERCENT_ASIAN,PERCENT_HISPANIC,PERCENT_WHITE,PERCENT_MULTIRACIAL,PERCENT_WITH_DISABILITIES,PERCENT_ECONOMICALLY_DISADVANTAGED,PERCENT_MIGRANT,PERCENT_HOMELESS,PERCENT_IN_FOSTER_CARE,PERCENT_PARENT_ARMED_FORCES,MATHEMATICS_AVERAGE_CLASS_SIZE,ASSESSMENT_NAME,SCHOOL_NAME,DISTRICT_NAME,COUNTY_NAME,DISTRICT_TYPE,REGION
78,18,92,40,3,40,4,1,12,457,2575,26770,53,47,0,0,1,0,3,94,2,16,52,0,2,1,0,16.125,RegentsMath8,SCHOHARIE HIGH SCHOOL,SCHOHARIE CSD,SCHOHARIE,Average Need,Mohawk Valley
64,53,92,40,3,40,4,1,12,457,2575,26770,53,47,0,0,1,0,3,94,2,16,52,0,2,1,0,16.125,Combined6Math,SCHOHARIE HIGH SCHOOL,SCHOHARIE CSD,SCHOHARIE,Average Need,Mohawk Valley
54,57,92,40,3,40,4,1,12,457,2575,26770,53,47,0,0,1,0,3,94,2,16,52,0,2,1,0,16.125,Combined7Math,SCHOHARIE HIGH SCHOOL,SCHOHARIE CSD,SCHOHARIE,Average Need,Mohawk Valley
13,15,91,47,4,31,1,1,3,257,3193,33959,54,46,0,0,0,1,5,92,2,18,58,0,0,0,0,14.25,Combined6Math,SHARON SPRINGS CENTRAL SCHOOL,SHARON SPRINGS CSD,SCHOHARIE,Average Need,Mohawk Valley
47,19,91,47,4,31,1,1,3,257,3193,33959,54,46,0,0,0,1,5,92,2,18,58,0,0,0,0,14.25,Combined7Math,SHARON SPRINGS CENTRAL SCHOOL,SHARON SPRINGS CSD,SCHOHARIE,Average Need,Mohawk Valley
38,55,94,48,0,20,3,0,2,217,2813,21160,53,47,0,0,0,0,1,93,6,9,55,0,1,0,0,16.75,Combined6Math,HOWARD A HANLON ELEMENTARY SCHOOL,ODESSA-MONTOUR CSD,SCHUYLER,High-Need Rural,Southern Tier
35,48,94,46,0,36,3,1,6,298,2794,24377,56,43,0,0,0,0,1,94,4,15,49,0,1,1,0,14.4,Combined8Math,ODESSA-MONTOUR JR/SR HIGH SCHOOL,ODESSA-MONTOUR CSD,SCHUYLER,High-Need Rural,Southern Tier
100,7,94,46,0,36,3,1,6,298,2794,24377,56,43,0,0,0,0,1,94,4,15,49,0,1,1,0,14.4,RegentsMath8,ODESSA-MONTOUR JR/SR HIGH SCHOOL,ODESSA-MONTOUR CSD,SCHUYLER,High-Need Rural,Southern Tier
41,64,94,44,0,44,2,0,2,477,2239,27394,51,49,0,0,0,0,2,93,3,18,52,0,1,0,0,17.25,Combined6Math,WATKINS GLEN ELEMENTARY SCHOOL,WATKINS GLEN CSD,SCHUYLER,Average Need,Southern Tier
46,72,94,40,0,41,2,0,10,414,2152,29626,54,46,1,0,0,1,4,91,4,15,44,0,1,0,0,16.4,Combined8Math,WATKINS GLEN CENTRAL HIGH SCHOOL,WATKINS GLEN CSD,SCHUYLER,Average Need,Southern Tier
100,20,94,40,0,41,2,0,10,414,2152,29626,54,46,1,0,0,1,4,91,4,15,44,0,1,0,0,16.4,RegentsMath8,WATKINS GLEN CENTRAL HIGH SCHOOL,WATKINS GLEN CSD,SCHUYLER,Average Need,Southern Tier
46,56,94,40,0,41,2,0,10,414,2152,29626,54,46,1,0,0,1,4,91,4,15,44,0,1,0,0,16.4,Combined7Math,WATKINS GLEN CENTRAL HIGH SCHOOL,WATKINS GLEN CSD,SCHUYLER,Average Need,Southern Tier
11,44,90,43,2,42,2,1,7,339,5150,34891,47,53,0,0,1,1,3,94,1,16,48,0,6,0,0,14.166666666666666,Combined6Math,SOUTH SENECA MIDDLE/HIGH SCHOOL,SOUTH SENECA CSD,SENECA,High-Need Rural,Finger Lakes
36,39,90,43,2,42,2,1,7,339,5150,34891,47,53,0,0,1,1,3,94,1,16,48,0,6,0,0,14.166666666666666,Combined7Math,SOUTH SENECA MIDDLE/HIGH SCHOOL,SOUTH SENECA CSD,SENECA,High-Need Rural,Finger Lakes
76,17,90,43,2,42,2,1,7,339,5150,34891,47,53,0,0,1,1,3,94,1,16,48,0,6,0,0,14.166666666666666,RegentsMath8,SOUTH SENECA MIDDLE/HIGH SCHOOL,SOUTH SENECA CSD,SENECA,High-Need Rural,Finger Lakes
36,39,90,43,2,42,2,1,7,339,5150,34891,47,53,0,0,1,1,3,94,1,16,48,0,6,0,0,14.166666666666666,Combined8Math,SOUTH SENECA MIDDLE/HIGH SCHOOL,SOUTH SENECA CSD,SENECA,High-Need Rural,Finger Lakes
52,23,93,50,5,42,1,0,5,438,7232,20780,50,50,0,0,0,0,5,91,4,19,57,0,3,0,0,14.666666666666666,Combined7Math,ROMULUS CENTRAL SCHOOL,ROMULUS CSD,SENECA,High-Need Rural,Finger Lakes
100,18,93,50,5,42,1,0,5,438,7232,20780,50,50,0,0,0,0,5,91,4,19,57,0,3,0,0,14.666666666666666,RegentsMath8,ROMULUS CENTRAL SCHOOL,ROMULUS CSD,SENECA,High-Need Rural,Finger Lakes
45,29,93,50,5,42,1,0,5,438,7232,20780,50,50,0,0,0,0,5,91,4,19,57,0,3,0,0,14.666666666666666,Combined6Math,ROMULUS CENTRAL SCHOOL,ROMULUS CSD,SENECA,High-Need Rural,Finger Lakes
64,33,93,50,5,42,1,0,5,438,7232,20780,50,50,0,0,0,0,5,91,4,19,57,0,3,0,0,14.666666666666666,Combined8Math,ROMULUS CENTRAL SCHOOL,ROMULUS CSD,SENECA,High-Need Rural,Finger Lakes
34,83,92,47,2,41,1,0,7,271,1707,21328,52,47,1,3,2,1,6,81,7,10,49,0,4,1,0,17.25,Combined6Math,SENECA FALLS MIDDLE SCHOOL,SENECA FALLS CSD,SENECA,Average Need,Finger Lakes
55,89,92,47,2,41,1,0,7,271,1707,21328,52,47,1,3,2,1,6,81,7,10,49,0,4,1,0,17.25,Combined7Math,SENECA FALLS MIDDLE SCHOOL,SENECA FALLS CSD,SENECA,Average Need,Finger Lakes
100,19,92,47,2,41,1,0,7,271,1707,21328,52,47,1,3,2,1,6,81,7,10,49,0,4,1,0,17.25,RegentsMath8,SENECA FALLS MIDDLE SCHOOL,SENECA FALLS CSD,SENECA,Average Need,Finger Lakes
28,96,92,47,2,41,1,0,7,271,1707,21328,52,47,1,3,2,1,6,81,7,10,49,0,4,1,0,17.25,Combined8Math,SENECA FALLS MIDDLE SCHOOL,SENECA FALLS CSD,SENECA,Average Need,Finger Lakes
38,84,92,54,4,37,2,1,8,347,4002,22989,52,48,1,0,4,1,6,86,3,11,60,0,3,0,0,11.25,Combined8Math,WATERLOO MIDDLE SCHOOL,WATERLOO CSD,SENECA,High-Need Rural,Finger Lakes
26,112,92,54,4,37,2,1,8,347,4002,22989,52,48,1,0,4,1,6,86,3,11,60,0,3,0,0,11.25,Combined6Math,WATERLOO MIDDLE SCHOOL,WATERLOO CSD,SENECA,High-Need Rural,Finger Lakes
33,100,92,54,4,37,2,1,8,347,4002,22989,52,48,1,0,4,1,6,86,3,11,60,0,3,0,0,11.25,Combined7Math,WATERLOO MIDDLE SCHOOL,WATERLOO CSD,SENECA,High-Need Rural,Finger Lakes
96,25,92,54,4,37,2,1,8,347,4002,22989,52,48,1,0,4,1,6,86,3,11,60,0,3,0,0,11.25,RegentsMath8,WATERLOO MIDDLE SCHOOL,WATERLOO CSD,SENECA,High-Need Rural,Finger Lakes
45,58,93,45,0,50,3,1,7,515,2429,30077,50,50,0,0,0,0,2,97,1,10,50,0,3,1,0,16.285714285714285,Combined8Math,ADDISON MIDDLE/HIGH SCHOOL,ADDISON CSD,STEUBEN,High-Need Rural,Southern Tier
100,8,93,45,0,50,3,1,7,515,2429,30077,50,50,0,0,0,0,2,97,1,10,50,0,3,1,0,16.285714285714285,RegentsMath8,ADDISON MIDDLE/HIGH SCHOOL,ADDISON CSD,STEUBEN,High-Need Rural,Southern Tier
27,70,93,45,0,50,3,1,7,515,2429,30077,50,50,0,0,0,0,2,97,1,10,50,0,3,1,0,16.285714285714285,Combined7Math,ADDISON MIDDLE/HIGH SCHOOL,ADDISON CSD,STEUBEN,High-Need Rural,Southern Tier
30,61,93,45,0,50,3,1,7,515,2429,30077,50,50,0,0,0,0,2,97,1,10,50,0,3,1,0,16.285714285714285,Combined6Math,ADDISON MIDDLE/HIGH SCHOOL,ADDISON CSD,STEUBEN,High-Need Rural,Southern Tier
41,32,93,53,4,45,2,1,2,382,4230,30069,47,53,0,0,1,0,3,93,4,13,60,0,3,1,1,10.777777777777779,Combined6Math,AVOCA CENTRAL SCHOOL,AVOCA CSD,STEUBEN,High-Need Rural,Southern Tier
61,18,93,53,4,45,2,1,2,382,4230,30069,47,53,0,0,1,0,3,93,4,13,60,0,3,1,1,10.777777777777779,Combined7Math,AVOCA CENTRAL SCHOOL,AVOCA CSD,STEUBEN,High-Need Rural,Southern Tier
100,12,93,53,4,45,2,1,2,382,4230,30069,47,53,0,0,1,0,3,93,4,13,60,0,3,1,1,10.777777777777779,RegentsMath8,AVOCA CENTRAL SCHOOL,AVOCA CSD,STEUBEN,High-Need Rural,Southern Tier
54,35,93,53,4,45,2,1,2,382,4230,30069,47,53,0,0,1,0,3,93,4,13,60,0,3,1,1,10.777777777777779,Combined8Math,AVOCA CENTRAL SCHOOL,AVOCA CSD,STEUBEN,High-Need Rural,Southern Tier
41,97,94,48,3,54,2,1,3,512,3628,24593,55,45,0,0,1,0,1,97,1,16,54,0,4,0,0,14.666666666666666,Combined7Math,DANA L LYON MIDDLE SCHOOL,BATH CSD,STEUBEN,High-Need Rural,Southern Tier
100,21,94,48,3,54,2,1,3,512,3628,24593,55,45,0,0,1,0,1,97,1,16,54,0,4,0,0,14.666666666666666,RegentsMath8,DANA L LYON MIDDLE SCHOOL,BATH CSD,STEUBEN,High-Need Rural,Southern Tier
28,107,94,48,3,54,2,1,3,512,3628,24593,55,45,0,0,1,0,1,97,1,16,54,0,4,0,0,14.666666666666666,Combined6Math,DANA L LYON MIDDLE SCHOOL,BATH CSD,STEUBEN,High-Need Rural,Southern Tier
64,88,94,48,3,54,2,1,3,512,3628,24593,55,45,0,0,1,0,1,97,1,16,54,0,4,0,0,14.666666666666666,Combined8Math,DANA L LYON MIDDLE SCHOOL,BATH CSD,STEUBEN,High-Need Rural,Southern Tier
44,16,94,47,2,31,1,1,0,248,3421,29963,47,53,0,0,0,0,1,98,0,15,53,0,0,0,0,12.5,Combined6Math,BRADFORD CENTRAL SCHOOL,BRADFORD CSD,STEUBEN,High-Need Rural,Southern Tier
79,19,94,47,2,31,1,1,0,248,3421,29963,47,53,0,0,0,0,1,98,0,15,53,0,0,0,0,12.5,Combined7Math,BRADFORD CENTRAL SCHOOL,BRADFORD CSD,STEUBEN,High-Need Rural,Southern Tier
54,70,94,50,0,43,1,1,1,462,3231,23776,48,52,0,0,0,0,2,94,3,17,55,0,1,1,0,10.2,Combined6Math,CAMPBELL-SAVONA ELEMENTARY SCHOOL,CAMPBELL-SAVONA CSD,STEUBEN,High-Need Rural,Southern Tier
59,56,94,37,1,37,2,1,4,337,3162,27243,51,49,0,0,0,1,1,95,3,16,41,0,2,0,0,9.6,Combined7Math,CAMPBELL-SAVONA JR/SR HS,CAMPBELL-SAVONA CSD,STEUBEN,High-Need Rural,Southern Tier
100,11,94,37,1,37,2,1,4,337,3162,27243,51,49,0,0,0,1,1,95,3,16,41,0,2,0,0,9.6,RegentsMath8,CAMPBELL-SAVONA JR/SR HS,CAMPBELL-SAVONA CSD,STEUBEN,High-Need Rural,Southern Tier
55,64,94,37,1,37,2,1,4,337,3162,27243,51,49,0,0,0,1,1,95,3,16,41,0,2,0,0,9.6,Combined8Math,CAMPBELL-SAVONA JR/SR HS,CAMPBELL-SAVONA CSD,STEUBEN,High-Need Rural,Southern Tier
46,268,93,42,3,98,3,4,16,971,1952,24217,52,48,0,0,2,2,4,87,6,19,48,0,1,0,0,14,Combined7Math,CORNING-PAINTED POST MIDDLE SCHOOL,CORNING CITY SD,STEUBEN,Average Need,Southern Tier
99,116,93,42,3,98,3,4,16,971,1952,24217,52,48,0,0,2,2,4,87,6,19,48,0,1,0,0,14,RegentsMath8,CORNING-PAINTED POST MIDDLE SCHOOL,CORNING CITY SD,STEUBEN,Average Need,Southern Tier
32,279,93,42,3,98,3,4,16,971,1952,24217,52,48,0,0,2,2,4,87,6,19,48,0,1,0,0,14,Combined6Math,CORNING-PAINTED POST MIDDLE SCHOOL,CORNING CITY SD,STEUBEN,Average Need,Southern Tier
46,310,93,42,3,98,3,4,16,971,1952,24217,52,48,0,0,2,2,4,87,6,19,48,0,1,0,0,14,Combined8Math,CORNING-PAINTED POST MIDDLE SCHOOL,CORNING CITY SD,STEUBEN,Average Need,Southern Tier
59,56,93,52,2,41,2,1,3,471,2710,23089,54,46,0,0,1,1,1,96,1,15,62,0,1,0,0,13.5,Combined7Math,CANISTEO-GREENWOOD HIGH SCHOOL,CANISTEO-GREENWOOD CSD,STEUBEN,High-Need Rural,Southern Tier
100,22,93,52,2,41,2,1,3,471,2710,23089,54,46,0,0,1,1,1,96,1,15,62,0,1,0,0,13.5,RegentsMath8,CANISTEO-GREENWOOD HIGH SCHOOL,CANISTEO-GREENWOOD CSD,STEUBEN,High-Need Rural,Southern Tier
74,70,93,52,2,41,2,1,3,471,2710,23089,54,46,0,0,1,1,1,96,1,15,62,0,1,0,0,13.5,Combined8Math,CANISTEO-GREENWOOD HIGH SCHOOL,CANISTEO-GREENWOOD CSD,STEUBEN,High-Need Rural,Southern Tier
46,56,94,49,2,51,1,0,1,505,3033,25841,52,48,0,0,1,0,1,98,0,16,60,0,0,0,0,13.25,Combined6Math,CANISTEO-GREENWOOD ELEMENTARY,CANISTEO-GREENWOOD CSD,STEUBEN,High-Need Rural,Southern Tier
26,115,92,60,0,43,3,0,10,505,3471,23115,50,50,1,0,2,1,6,84,7,22,65,0,3,0,0,12.2,Combined6Math,HORNELL INTERMEDIATE SCHOOL,HORNELL CITY SD,STEUBEN,High-Need Rural,Southern Tier
27,97,90,47,0,53,3,2,8,608,2585,23745,52,48,0,0,5,1,4,86,5,18,53,0,1,0,0,16.6,Combined8Math,HORNELL JUNIOR-SENIOR HIGH SCHOOL,HORNELL CITY SD,STEUBEN,High-Need Rural,Southern Tier
34,102,90,47,0,53,3,2,8,608,2585,23745,52,48,0,0,5,1,4,86,5,18,53,0,1,0,0,16.6,Combined7Math,HORNELL JUNIOR-SENIOR HIGH SCHOOL,HORNELL CITY SD,STEUBEN,High-Need Rural,Southern Tier
100,17,90,47,0,53,3,2,8,608,2585,23745,52,48,0,0,5,1,4,86,5,18,53,0,1,0,0,16.6,RegentsMath8,HORNELL JUNIOR-SENIOR HIGH SCHOOL,HORNELL CITY SD,STEUBEN,High-Need Rural,Southern Tier
53,30,95,40,5,50,2,1,2,457,2650,23738,51,49,1,1,0,0,6,91,2,12,47,0,1,0,0,13.88888888888889,Combined6Math,ARKPORT CENTRAL SCHOOL,ARKPORT CSD,STEUBEN,Average Need,Southern Tier
48,33,95,40,5,50,2,1,2,457,2650,23738,51,49,1,1,0,0,6,91,2,12,47,0,1,0,0,13.88888888888889,Combined7Math,ARKPORT CENTRAL SCHOOL,ARKPORT CSD,STEUBEN,Average Need,Southern Tier
100,13,95,40,5,50,2,1,2,457,2650,23738,51,49,1,1,0,0,6,91,2,12,47,0,1,0,0,13.88888888888889,RegentsMath8,ARKPORT CENTRAL SCHOOL,ARKPORT CSD,STEUBEN,Average Need,Southern Tier
65,31,95,40,5,50,2,1,2,457,2650,23738,51,49,1,1,0,0,6,91,2,12,47,0,1,0,0,13.88888888888889,Combined8Math,ARKPORT CENTRAL SCHOOL,ARKPORT CSD,STEUBEN,Average Need,Southern Tier
36,22,95,41,1,37,1,0,4,364,2304,27011,46,54,0,0,1,0,1,93,5,13,46,0,1,0,0,16.22222222222222,Combined6Math,PRATTSBURGH CENTRAL SCHOOL,PRATTSBURGH CSD,STEUBEN,High-Need Rural,Southern Tier
19,26,95,41,1,37,1,0,4,364,2304,27011,46,54,0,0,1,0,1,93,5,13,46,0,1,0,0,16.22222222222222,Combined7Math,PRATTSBURGH CENTRAL SCHOOL,PRATTSBURGH CSD,STEUBEN,High-Need Rural,Southern Tier
56,25,95,52,3,21,1,0,5,211,5338,27988,52,48,0,0,0,0,0,98,2,24,61,0,0,1,0,9.25,Combined6Math,JASPER-TROUPSBURG ELEMENTARY SCHOOL,JASPER-TROUPSBURG CSD,STEUBEN,High-Need Rural,Southern Tier
60,25,94,43,3,23,1,0,5,150,4603,32566,50,50,0,0,1,0,0,99,1,20,47,0,0,1,0,11.333333333333334,Combined7Math,JASPER-TROUPSBURG JUNIOR-SENIOR HS,JASPER-TROUPSBURG CSD,STEUBEN,High-Need Rural,Southern Tier
61,31,95,47,4,25,0,0,1,204,3229,29036,59,41,0,0,0,0,2,95,3,15,53,0,0,1,0,14,Combined6Math,GLENN H CURTISS MEMORIAL SCHOOL,HAMMONDSPORT CSD,STEUBEN,Average Need,Southern Tier
65,40,94,49,2,25,1,0,1,199,3117,32464,52,48,0,0,0,0,4,89,7,13,51,0,1,2,0,12.4,Combined7Math,HAMMONDSPORT JUNIOR-SENIOR HS,HAMMONDSPORT CSD,STEUBEN,Average Need,Southern Tier
100,5,94,49,2,25,1,0,1,199,3117,32464,52,48,0,0,0,0,4,89,7,13,51,0,1,2,0,12.4,RegentsMath8,HAMMONDSPORT JUNIOR-SENIOR HS,HAMMONDSPORT CSD,STEUBEN,Average Need,Southern Tier
74,23,94,49,2,25,1,0,1,199,3117,32464,52,48,0,0,0,0,4,89,7,13,51,0,1,2,0,12.4,Combined8Math,HAMMONDSPORT JUNIOR-SENIOR HS,HAMMONDSPORT CSD,STEUBEN,Average Need,Southern Tier
39,88,93,58,4,45,2,1,5,395,2529,23675,49,51,0,0,1,0,1,94,4,13,65,0,2,0,0,10,Combined6Math,WAYLAND-COHOCTON MIDDLE SCHOOL,WAYLAND-COHOCTON CSD,STEUBEN,High-Need Rural,Southern Tier
54,84,93,58,4,45,2,1,5,395,2529,23675,49,51,0,0,1,0,1,94,4,13,65,0,2,0,0,10,Combined8Math,WAYLAND-COHOCTON MIDDLE SCHOOL,WAYLAND-COHOCTON CSD,STEUBEN,High-Need Rural,Southern Tier
100,18,93,58,4,45,2,1,5,395,2529,23675,49,51,0,0,1,0,1,94,4,13,65,0,2,0,0,10,RegentsMath8,WAYLAND-COHOCTON MIDDLE SCHOOL,WAYLAND-COHOCTON CSD,STEUBEN,High-Need Rural,Southern Tier
45,71,93,58,4,45,2,1,5,395,2529,23675,49,51,0,0,1,0,1,94,4,13,65,0,2,0,0,10,Combined7Math,WAYLAND-COHOCTON MIDDLE SCHOOL,WAYLAND-COHOCTON CSD,STEUBEN,High-Need Rural,Southern Tier
55,47,97,14,2,39,2,1,0,473,501,29289,49,51,4,0,3,2,17,75,3,17,16,0,1,0,0,20.75,Combined6Math,BABYLON MEMORIAL GRADE SCHOOL,BABYLON UFSD,SUFFOLK,Low Need,Long Island
68,25,93,18,2,71,4,1,1,689,541,39716,51,49,2,0,3,4,16,75,2,18,20,0,1,0,0,17,Combined7Math,BABYLON JUNIOR-SENIOR HIGH SCHOOL,BABYLON UFSD,SUFFOLK,Low Need,Long Island
100,57,93,18,2,71,4,1,1,689,541,39716,51,49,2,0,3,4,16,75,2,18,20,0,1,0,0,17,RegentsMath8,BABYLON JUNIOR-SENIOR HIGH SCHOOL,BABYLON UFSD,SUFFOLK,Low Need,Long Island
81,74,93,18,2,71,4,1,1,689,541,39716,51,49,2,0,3,4,16,75,2,18,20,0,1,0,0,17,Combined8Math,BABYLON JUNIOR-SENIOR HIGH SCHOOL,BABYLON UFSD,SUFFOLK,Low Need,Long Island
76,163,94,42,4,78,3,2,4,807,2341,31055,46,54,6,0,12,2,35,49,1,20,48,0,0,0,0,20.75,Combined8Math,WEST BABYLON JUNIOR HIGH SCHOOL,WEST BABYLON UFSD,SUFFOLK,Average Need,Long Island
51,173,94,42,4,78,3,2,4,807,2341,31055,46,54,6,0,12,2,35,49,1,20,48,0,0,0,0,20.75,Combined6Math,WEST BABYLON JUNIOR HIGH SCHOOL,WEST BABYLON UFSD,SUFFOLK,Average Need,Long Island
74,154,94,42,4,78,3,2,4,807,2341,31055,46,54,6,0,12,2,35,49,1,20,48,0,0,0,0,20.75,Combined7Math,WEST BABYLON JUNIOR HIGH SCHOOL,WEST BABYLON UFSD,SUFFOLK,Average Need,Long Island
100,94,94,42,4,78,3,2,4,807,2341,31055,46,54,6,0,12,2,35,49,1,20,48,0,0,0,0,20.75,RegentsMath8,WEST BABYLON JUNIOR HIGH SCHOOL,WEST BABYLON UFSD,SUFFOLK,Average Need,Long Island
100,94,94,46,7,96,4,1,7,1009,1323,30467,50,50,9,0,26,6,36,27,4,15,53,0,2,0,0,22.5,RegentsMath8,ROBERT MOSES MIDDLE SCHOOL,NORTH BABYLON UFSD,SUFFOLK,Average Need,Long Island
73,144,94,46,7,96,4,1,7,1009,1323,30467,50,50,9,0,26,6,36,27,4,15,53,0,2,0,0,22.5,Combined8Math,ROBERT MOSES MIDDLE SCHOOL,NORTH BABYLON UFSD,SUFFOLK,Average Need,Long Island
20,128,94,46,7,96,4,1,7,1009,1323,30467,50,50,9,0,26,6,36,27,4,15,53,0,2,0,0,22.5,Combined6Math,ROBERT MOSES MIDDLE SCHOOL,NORTH BABYLON UFSD,SUFFOLK,Average Need,Long Island
34,101,94,46,7,96,4,1,7,1009,1323,30467,50,50,9,0,26,6,36,27,4,15,53,0,2,0,0,22.5,Combined7Math,ROBERT MOSES MIDDLE SCHOOL,NORTH BABYLON UFSD,SUFFOLK,Average Need,Long Island
42,116,93,41,6,130,5,3,4,1293,0,21195,52,48,8,0,5,4,34,55,2,17,48,0,1,0,0,17.666666666666668,Combined6Math,LINDENHURST MIDDLE SCHOOL,LINDENHURST UFSD,SUFFOLK,Average Need,Long Island
54,105,93,41,6,130,5,3,4,1293,0,21195,52,48,8,0,5,4,34,55,2,17,48,0,1,0,0,17.666666666666668,Combined7Math,LINDENHURST MIDDLE SCHOOL,LINDENHURST UFSD,SUFFOLK,Average Need,Long Island
100,10,93,41,6,130,5,3,4,1293,0,21195,52,48,8,0,5,4,34,55,2,17,48,0,1,0,0,17.666666666666668,RegentsMath7,LINDENHURST MIDDLE SCHOOL,LINDENHURST UFSD,SUFFOLK,Average Need,Long Island
78,430,93,41,6,130,5,3,4,1293,0,21195,52,48,8,0,5,4,34,55,2,17,48,0,1,0,0,17.666666666666668,RegentsMath8,LINDENHURST MIDDLE SCHOOL,LINDENHURST UFSD,SUFFOLK,Average Need,Long Island
77,439,93,41,6,130,5,3,4,1293,0,21195,52,48,8,0,5,4,34,55,2,17,48,0,1,0,0,17.666666666666668,Combined8Math,LINDENHURST MIDDLE SCHOOL,LINDENHURST UFSD,SUFFOLK,Average Need,Long Island
100,55,93,59,1,96,4,1,9,1077,3224,34691,51,49,14,0,20,2,67,9,2,17,71,0,3,1,0,19.75,RegentsMath8,COPIAGUE MIDDLE SCHOOL,COPIAGUE UFSD,SUFFOLK,High-Need Urban/Suburban,Long Island
33,331,93,59,1,96,4,1,9,1077,3224,34691,51,49,14,0,20,2,67,9,2,17,71,0,3,1,0,19.75,Combined8Math,COPIAGUE MIDDLE SCHOOL,COPIAGUE UFSD,SUFFOLK,High-Need Urban/Suburban,Long Island
41,317,93,59,1,96,4,1,9,1077,3224,34691,51,49,14,0,20,2,67,9,2,17,71,0,3,1,0,19.75,Combined7Math,COPIAGUE MIDDLE SCHOOL,COPIAGUE UFSD,SUFFOLK,High-Need Urban/Suburban,Long Island
45,388,93,59,1,96,4,1,9,1077,3224,34691,51,49,14,0,20,2,67,9,2,17,71,0,3,1,0,19.75,Combined6Math,COPIAGUE MIDDLE SCHOOL,COPIAGUE UFSD,SUFFOLK,High-Need Urban/Suburban,Long Island
16,205,93,69,2,71,1,0,13,600,2868,34606,53,47,19,1,30,2,61,3,3,16,73,0,5,0,0,17,Combined6Math,EDMUND W MILES MIDDLE SCHOOL,AMITYVILLE UFSD,SUFFOLK,High-Need Urban/Suburban,Long Island
32,194,93,69,2,71,1,0,13,600,2868,34606,53,47,19,1,30,2,61,3,3,16,73,0,5,0,0,17,Combined7Math,EDMUND W MILES MIDDLE SCHOOL,AMITYVILLE UFSD,SUFFOLK,High-Need Urban/Suburban,Long Island
58,184,93,69,2,71,1,0,13,600,2868,34606,53,47,19,1,30,2,61,3,3,16,73,0,5,0,0,17,RegentsMath8,EDMUND W MILES MIDDLE SCHOOL,AMITYVILLE UFSD,SUFFOLK,High-Need Urban/Suburban,Long Island
66,154,94,48,3,97,3,1,3,921,2375,30180,49,51,6,1,22,18,32,24,4,15,55,0,0,0,0,21.6,Combined8Math,ROBERT FROST MIDDLE SCHOOL,DEER PARK UFSD,SUFFOLK,Average Need,Long Island
100,79,94,48,3,97,3,1,3,921,2375,30180,49,51,6,1,22,18,32,24,4,15,55,0,0,0,0,21.6,RegentsMath8,ROBERT FROST MIDDLE SCHOOL,DEER PARK UFSD,SUFFOLK,Average Need,Long Island
48,149,94,48,3,97,3,1,3,921,2375,30180,49,51,6,1,22,18,32,24,4,15,55,0,0,0,0,21.6,Combined7Math,ROBERT FROST MIDDLE SCHOOL,DEER PARK UFSD,SUFFOLK,Average Need,Long Island
51,162,94,48,3,97,3,1,3,921,2375,30180,49,51,6,1,22,18,32,24,4,15,55,0,0,0,0,21.6,Combined6Math,ROBERT FROST MIDDLE SCHOOL,DEER PARK UFSD,SUFFOLK,Average Need,Long Island
17,170,96,85,0,57,2,1,16,613,4174,33795,49,51,27,0,33,0,65,1,0,20,85,0,4,1,0,11,Combined6Math,MILTON L OLIVE MIDDLE SCHOOL,WYANDANCH UFSD,SUFFOLK,High-Need Urban/Suburban,Long Island
30,136,96,85,0,57,2,1,16,613,4174,33795,49,51,27,0,33,0,65,1,0,20,85,0,4,1,0,11,Combined7Math,MILTON L OLIVE MIDDLE SCHOOL,WYANDANCH UFSD,SUFFOLK,High-Need Urban/Suburban,Long Island
67,67,96,85,0,57,2,1,16,613,4174,33795,49,51,27,0,33,0,65,1,0,20,85,0,4,1,0,11,RegentsMath8,MILTON L OLIVE MIDDLE SCHOOL,WYANDANCH UFSD,SUFFOLK,High-Need Urban/Suburban,Long Island
29,185,96,85,0,57,2,1,16,613,4174,33795,49,51,27,0,33,0,65,1,0,20,85,0,4,1,0,11,Combined8Math,MILTON L OLIVE MIDDLE SCHOOL,WYANDANCH UFSD,SUFFOLK,High-Need Urban/Suburban,Long Island
45,44,95,18,2,57,1,1,2,565,1467,37881,55,45,0,0,2,15,15,62,5,24,22,0,0,0,1,20.25,Combined6Math,ARROWHEAD ELEMENTARY SCHOOL,THREE VILLAGE CSD,SUFFOLK,Low Need,Long Island
91,47,96,11,0,42,1,1,1,537,483,34400,50,50,0,0,3,24,12,57,4,14,12,0,0,0,1,20.75,Combined6Math,NASSAKEAG ELEMENTARY SCHOOL,THREE VILLAGE CSD,SUFFOLK,Low Need,Long Island
